F_SATISFACAO;F_ATIVIDADE;F_COMUNICACAO;Dev_10;Dev_19;Dev_21;Dev_26;Dev_30;Dev_32;Dev_34;Dev_46;Dev_51;Dev_79;Dev_88;Dev_89;Dev_98;Dev_107;Dev_121;Dev_131;Dev_156;Dev_166;Dev_171;Dev_227;Dev_232;Dev_275;Dev_276;Dev_280;Dev_292;Dev_310;Dev_322;Dev_329;Dev_343;Dev_346;Dev_430;Dev_459;Dev_488
1.018225280246676;0.46454481250658664;0.9133443549061427;installer;INDEFINIDO;install-scripts;INDEFINIDO;interactive;razor;winforms;fsharp;dotnet-api-docs;csharplang;EntityFramework.Docs;tye;INDEFINIDO;maintenance-packages;project-system;docfx;aspire;orleans;roslyn;efcore;maui;core;INDEFINIDO;docs;msbuild;runtime;sdk;INDEFINIDO;eShop;aspnetcore;arcade;AspNetCore.Docs;INDEFINIDO
1.0625481137502153;0.47529905570519193;0.8421067425589085;tye;maintenance-packages;runtime;installer;EntityFramework.Docs;arcade;dotnet-api-docs;maui;fsharp;interactive;project-system;orleans;aspire;INDEFINIDO;csharplang;docfx;INDEFINIDO;sdk;msbuild;INDEFINIDO;docs;AspNetCore.Docs;INDEFINIDO;roslyn;razor;install-scripts;winforms;INDEFINIDO;core;INDEFINIDO;eShop;efcore;aspnetcore
1.0409447299569912;0.44056306320328764;0.8979786686292919;EntityFramework.Docs;razor;orleans;msbuild;docfx;tye;fsharp;dotnet-api-docs;csharplang;core;installer;project-system;INDEFINIDO;INDEFINIDO;eShop;arcade;sdk;INDEFINIDO;install-scripts;maui;INDEFINIDO;INDEFINIDO;INDEFINIDO;efcore;maintenance-packages;AspNetCore.Docs;docs;runtime;interactive;aspire;aspnetcore;winforms;roslyn
1.0539671281116363;0.45066529551121204;0.8552986089657849;tye;INDEFINIDO;efcore;install-scripts;INDEFINIDO;arcade;EntityFramework.Docs;dotnet-api-docs;project-system;fsharp;interactive;maui;orleans;INDEFINIDO;csharplang;docfx;INDEFINIDO;sdk;core;aspire;maintenance-packages;roslyn;INDEFINIDO;docs;installer;razor;runtime;aspnetcore;INDEFINIDO;msbuild;AspNetCore.Docs;eShop;winforms
1.0222021386553741;0.46752680163029064;0.8825341660653189;INDEFINIDO;winforms;sdk;aspnetcore;EntityFramework.Docs;install-scripts;dotnet-api-docs;razor;installer;INDEFINIDO;interactive;tye;INDEFINIDO;maintenance-packages;project-system;orleans;maui;core;INDEFINIDO;efcore;roslyn;docfx;aspire;docs;msbuild;runtime;INDEFINIDO;arcade;fsharp;INDEFINIDO;AspNetCore.Docs;eShop;csharplang
1.0396072004678778;0.4630642614704006;0.8491384062615782;INDEFINIDO;eShop;aspnetcore;installer;EntityFramework.Docs;arcade;dotnet-api-docs;maui;fsharp;interactive;project-system;orleans;aspire;INDEFINIDO;csharplang;docfx;INDEFINIDO;sdk;msbuild;INDEFINIDO;docs;AspNetCore.Docs;INDEFINIDO;roslyn;razor;install-scripts;INDEFINIDO;winforms;core;tye;maintenance-packages;efcore;runtime
1.0455707787212676;0.4434236595280045;0.8677221747864589;orleans;csharplang;dotnet-api-docs;fsharp;docfx;INDEFINIDO;tye;razor;EntityFramework.Docs;INDEFINIDO;installer;INDEFINIDO;msbuild;INDEFINIDO;project-system;interactive;core;install-scripts;sdk;maui;winforms;INDEFINIDO;efcore;aspire;INDEFINIDO;eShop;runtime;aspnetcore;AspNetCore.Docs;arcade;maintenance-packages;docs;roslyn
1.0491160299657598;0.45539771253611294;0.8508115065749913;install-scripts;INDEFINIDO;arcade;EntityFramework.Docs;installer;AspNetCore.Docs;dotnet-api-docs;project-system;maui;fsharp;core;sdk;INDEFINIDO;docfx;csharplang;INDEFINIDO;aspire;orleans;interactive;tye;maintenance-packages;docs;INDEFINIDO;roslyn;razor;INDEFINIDO;runtime;msbuild;eShop;aspnetcore;efcore;INDEFINIDO;winforms
1.0367662947121212;0.4733952560195532;0.8536708530018359;INDEFINIDO;aspire;eShop;csharplang;aspnetcore;INDEFINIDO;install-scripts;sdk;tye;maui;msbuild;core;runtime;INDEFINIDO;winforms;dotnet-api-docs;fsharp;docfx;project-system;docs;AspNetCore.Docs;INDEFINIDO;INDEFINIDO;roslyn;interactive;INDEFINIDO;maintenance-packages;arcade;razor;installer;orleans;EntityFramework.Docs;efcore
1.030316391681498;0.4692754326876582;0.8611825763522456;razor;INDEFINIDO;project-system;aspire;fsharp;core;orleans;msbuild;tye;runtime;install-scripts;dotnet-api-docs;roslyn;sdk;maui;csharplang;INDEFINIDO;docfx;aspnetcore;eShop;docs;AspNetCore.Docs;arcade;maintenance-packages;interactive;EntityFramework.Docs;INDEFINIDO;INDEFINIDO;INDEFINIDO;efcore;INDEFINIDO;installer;winforms
1.053218120450675;0.46110178421889564;0.8444881863386255;EntityFramework.Docs;AspNetCore.Docs;aspnetcore;install-scripts;INDEFINIDO;arcade;tye;csharplang;docfx;INDEFINIDO;sdk;maui;aspire;orleans;project-system;interactive;fsharp;core;dotnet-api-docs;INDEFINIDO;maintenance-packages;roslyn;INDEFINIDO;docs;installer;razor;runtime;INDEFINIDO;msbuild;INDEFINIDO;eShop;efcore;winforms
1.0340834686615488;0.4423697250015519;0.8778642674581497;EntityFramework.Docs;razor;orleans;msbuild;docfx;csharplang;dotnet-api-docs;fsharp;INDEFINIDO;core;interactive;project-system;INDEFINIDO;INDEFINIDO;installer;INDEFINIDO;tye;install-scripts;efcore;INDEFINIDO;docs;maintenance-packages;arcade;AspNetCore.Docs;aspnetcore;runtime;eShop;INDEFINIDO;aspire;sdk;maui;winforms;roslyn
1.0184486703625981;0.46452409760317565;0.9126605114384188;installer;INDEFINIDO;install-scripts;INDEFINIDO;razor;interactive;winforms;fsharp;dotnet-api-docs;csharplang;EntityFramework.Docs;tye;INDEFINIDO;maintenance-packages;project-system;docfx;aspire;orleans;roslyn;efcore;maui;core;INDEFINIDO;docs;msbuild;runtime;sdk;INDEFINIDO;eShop;aspnetcore;arcade;AspNetCore.Docs;INDEFINIDO
1.020601986040376;0.45745343772097236;0.9030261545722029;EntityFramework.Docs;csharplang;fsharp;maintenance-packages;INDEFINIDO;tye;dotnet-api-docs;razor;installer;INDEFINIDO;orleans;aspire;docfx;project-system;INDEFINIDO;INDEFINIDO;install-scripts;interactive;roslyn;efcore;INDEFINIDO;core;maui;docs;msbuild;runtime;sdk;INDEFINIDO;eShop;aspnetcore;arcade;AspNetCore.Docs;winforms
1.0511709892638843;0.45055598691109716;0.8559606569010532;tye;INDEFINIDO;efcore;install-scripts;INDEFINIDO;arcade;EntityFramework.Docs;dotnet-api-docs;project-system;fsharp;interactive;maui;orleans;INDEFINIDO;csharplang;docfx;INDEFINIDO;sdk;core;aspire;maintenance-packages;roslyn;INDEFINIDO;docs;installer;razor;runtime;AspNetCore.Docs;msbuild;INDEFINIDO;aspnetcore;eShop;winforms
1.0197485027596278;0.4507347183199618;0.9114370887615563;EntityFramework.Docs;dotnet-api-docs;interactive;INDEFINIDO;fsharp;docfx;msbuild;csharplang;core;winforms;install-scripts;INDEFINIDO;eShop;aspnetcore;efcore;arcade;maintenance-packages;tye;AspNetCore.Docs;INDEFINIDO;INDEFINIDO;installer;INDEFINIDO;maui;sdk;runtime;project-system;aspire;orleans;roslyn;docs;razor;INDEFINIDO
1.0322603875146288;0.45877895276625763;0.8589330303112196;orleans;efcore;interactive;maintenance-packages;eShop;csharplang;msbuild;INDEFINIDO;docfx;INDEFINIDO;EntityFramework.Docs;razor;AspNetCore.Docs;installer;INDEFINIDO;dotnet-api-docs;aspnetcore;sdk;install-scripts;project-system;docs;INDEFINIDO;maui;runtime;core;aspire;roslyn;arcade;fsharp;INDEFINIDO;tye;INDEFINIDO;winforms
1.027014130361039;0.44777627717428525;0.8663990614283782;orleans;razor;core;csharplang;dotnet-api-docs;fsharp;docfx;winforms;tye;EntityFramework.Docs;INDEFINIDO;project-system;INDEFINIDO;installer;install-scripts;sdk;INDEFINIDO;interactive;maui;aspire;maintenance-packages;arcade;AspNetCore.Docs;runtime;msbuild;docs;INDEFINIDO;aspnetcore;eShop;INDEFINIDO;efcore;INDEFINIDO;roslyn
1.0435121167916306;0.45286341725942714;0.8567282685014864;INDEFINIDO;efcore;interactive;fsharp;sdk;core;dotnet-api-docs;install-scripts;EntityFramework.Docs;INDEFINIDO;arcade;docfx;csharplang;INDEFINIDO;project-system;orleans;maui;tye;INDEFINIDO;aspire;maintenance-packages;roslyn;INDEFINIDO;docs;installer;razor;runtime;INDEFINIDO;msbuild;eShop;winforms;AspNetCore.Docs;aspnetcore
1.0449038389429224;0.45580800105420416;0.8462421699642645;install-scripts;INDEFINIDO;arcade;EntityFramework.Docs;installer;AspNetCore.Docs;dotnet-api-docs;project-system;fsharp;maui;interactive;orleans;aspire;INDEFINIDO;csharplang;docfx;INDEFINIDO;sdk;core;tye;maintenance-packages;docs;INDEFINIDO;roslyn;razor;INDEFINIDO;runtime;msbuild;eShop;aspnetcore;efcore;INDEFINIDO;winforms
1.025405441353956;0.45178400767518534;0.8647874402523036;project-system;winforms;INDEFINIDO;INDEFINIDO;EntityFramework.Docs;razor;orleans;docfx;tye;fsharp;dotnet-api-docs;csharplang;core;installer;install-scripts;sdk;INDEFINIDO;interactive;maui;aspire;maintenance-packages;arcade;AspNetCore.Docs;runtime;msbuild;docs;INDEFINIDO;INDEFINIDO;eShop;aspnetcore;efcore;INDEFINIDO;roslyn
1.0287739673861953;0.44217423464491096;0.8877993327217159;EntityFramework.Docs;razor;orleans;msbuild;docfx;tye;fsharp;dotnet-api-docs;project-system;eShop;INDEFINIDO;INDEFINIDO;arcade;INDEFINIDO;sdk;install-scripts;installer;core;csharplang;interactive;AspNetCore.Docs;docs;INDEFINIDO;efcore;maintenance-packages;runtime;INDEFINIDO;winforms;INDEFINIDO;maui;roslyn;aspire;aspnetcore
1.0491942868538202;0.45130829259996963;0.854780632221014;install-scripts;EntityFramework.Docs;INDEFINIDO;INDEFINIDO;efcore;arcade;tye;INDEFINIDO;docfx;csharplang;maui;orleans;project-system;interactive;INDEFINIDO;dotnet-api-docs;core;fsharp;sdk;aspire;maintenance-packages;roslyn;INDEFINIDO;docs;installer;razor;runtime;AspNetCore.Docs;msbuild;INDEFINIDO;aspnetcore;eShop;winforms
1.0218951913975105;0.47101195388315437;0.8846029477285418;INDEFINIDO;winforms;installer;INDEFINIDO;interactive;install-scripts;EntityFramework.Docs;aspnetcore;sdk;razor;dotnet-api-docs;tye;INDEFINIDO;maintenance-packages;project-system;docfx;aspire;orleans;roslyn;efcore;INDEFINIDO;core;maui;docs;msbuild;runtime;AspNetCore.Docs;INDEFINIDO;arcade;fsharp;INDEFINIDO;eShop;csharplang
1.0387664050003311;0.47268639404372914;0.8543209760720992;INDEFINIDO;aspire;eShop;csharplang;INDEFINIDO;aspnetcore;tye;sdk;install-scripts;maui;msbuild;core;runtime;INDEFINIDO;winforms;dotnet-api-docs;fsharp;docfx;project-system;docs;AspNetCore.Docs;INDEFINIDO;INDEFINIDO;roslyn;installer;razor;orleans;INDEFINIDO;EntityFramework.Docs;interactive;maintenance-packages;arcade;efcore
