F_SATISFACAO;F_ATIVIDADE;F_COMUNICACAO;Dev_10;Dev_19;Dev_21;Dev_26;Dev_30;Dev_32;Dev_34;Dev_46;Dev_51;Dev_79;Dev_88;Dev_89;Dev_98;Dev_107;Dev_121;Dev_131;Dev_156;Dev_166;Dev_171;Dev_227;Dev_232;Dev_275;Dev_276;Dev_280;Dev_292;Dev_310;Dev_322;Dev_329;Dev_343;Dev_346;Dev_430;Dev_459;Dev_488
1.0189737805183465;0.4841448869733936;0.9215904173358234;INDEFINIDO;sdk;tye;maintenance-packages;INDEFINIDO;razor;eShop;roslyn;orleans;aspire;AspNetCore.Docs;installer;EntityFramework.Docs;arcade;INDEFINIDO;install-scripts;INDEFINIDO;winforms;aspnetcore;efcore;INDEFINIDO;core;maui;docs;msbuild;runtime;dotnet-api-docs;project-system;fsharp;csharplang;INDEFINIDO;interactive;docfx
1.0532181350657428;0.4613736142325192;0.844676130846888;EntityFramework.Docs;AspNetCore.Docs;aspnetcore;install-scripts;INDEFINIDO;arcade;tye;INDEFINIDO;docfx;csharplang;sdk;maui;aspire;orleans;project-system;interactive;fsharp;core;dotnet-api-docs;INDEFINIDO;maintenance-packages;roslyn;INDEFINIDO;docs;installer;razor;runtime;INDEFINIDO;msbuild;INDEFINIDO;eShop;efcore;winforms
1.0291510509961677;0.44196246443858905;0.8944014303639983;EntityFramework.Docs;razor;orleans;msbuild;docfx;tye;fsharp;dotnet-api-docs;csharplang;core;installer;install-scripts;sdk;INDEFINIDO;arcade;eShop;INDEFINIDO;INDEFINIDO;project-system;interactive;AspNetCore.Docs;docs;INDEFINIDO;efcore;maintenance-packages;runtime;INDEFINIDO;winforms;INDEFINIDO;maui;roslyn;aspire;aspnetcore
1.0406790394001761;0.4730572612025084;0.8481350438484299;INDEFINIDO;aspire;eShop;csharplang;INDEFINIDO;aspnetcore;tye;sdk;install-scripts;maui;msbuild;core;runtime;INDEFINIDO;winforms;dotnet-api-docs;fsharp;docfx;project-system;docs;AspNetCore.Docs;INDEFINIDO;INDEFINIDO;roslyn;interactive;INDEFINIDO;maintenance-packages;arcade;EntityFramework.Docs;orleans;installer;razor;efcore
1.0196510105123882;0.46494586737717347;0.9119702382983119;installer;INDEFINIDO;interactive;install-scripts;INDEFINIDO;razor;winforms;fsharp;dotnet-api-docs;csharplang;EntityFramework.Docs;tye;INDEFINIDO;maintenance-packages;project-system;docfx;aspire;orleans;roslyn;efcore;INDEFINIDO;core;maui;docs;msbuild;runtime;sdk;INDEFINIDO;eShop;aspnetcore;arcade;AspNetCore.Docs;INDEFINIDO
1.0519301965542038;0.45325574891171033;0.8541704840188045;EntityFramework.Docs;INDEFINIDO;installer;msbuild;install-scripts;winforms;dotnet-api-docs;project-system;maui;interactive;fsharp;orleans;aspire;INDEFINIDO;csharplang;docfx;INDEFINIDO;sdk;core;tye;maintenance-packages;roslyn;INDEFINIDO;docs;razor;INDEFINIDO;runtime;INDEFINIDO;efcore;aspnetcore;AspNetCore.Docs;arcade;eShop
1.034169380865944;0.4587044324749074;0.8599146165036052;orleans;efcore;interactive;maintenance-packages;eShop;csharplang;msbuild;docfx;INDEFINIDO;INDEFINIDO;EntityFramework.Docs;razor;AspNetCore.Docs;installer;INDEFINIDO;dotnet-api-docs;aspnetcore;sdk;install-scripts;project-system;docs;INDEFINIDO;maui;runtime;core;aspire;roslyn;arcade;fsharp;INDEFINIDO;tye;INDEFINIDO;winforms
1.0491942868538202;0.45130829259996963;0.854780632221014;install-scripts;EntityFramework.Docs;INDEFINIDO;INDEFINIDO;efcore;arcade;tye;INDEFINIDO;docfx;csharplang;maui;orleans;project-system;interactive;INDEFINIDO;dotnet-api-docs;core;fsharp;sdk;aspire;maintenance-packages;roslyn;INDEFINIDO;docs;installer;razor;runtime;AspNetCore.Docs;msbuild;INDEFINIDO;aspnetcore;eShop;winforms
1.0274517741723608;0.4427815522397356;0.903013346156615;EntityFramework.Docs;razor;orleans;msbuild;docfx;tye;fsharp;dotnet-api-docs;csharplang;core;installer;install-scripts;sdk;INDEFINIDO;arcade;eShop;INDEFINIDO;maintenance-packages;efcore;INDEFINIDO;docs;AspNetCore.Docs;interactive;project-system;INDEFINIDO;runtime;INDEFINIDO;winforms;INDEFINIDO;maui;roslyn;aspire;aspnetcore
1.0368060351640094;0.47299592679347957;0.852381596203259;INDEFINIDO;aspire;eShop;csharplang;aspnetcore;INDEFINIDO;install-scripts;sdk;tye;maui;msbuild;core;runtime;INDEFINIDO;winforms;dotnet-api-docs;fsharp;docfx;project-system;docs;AspNetCore.Docs;INDEFINIDO;INDEFINIDO;roslyn;interactive;INDEFINIDO;maintenance-packages;arcade;EntityFramework.Docs;orleans;installer;razor;efcore
1.0234691661295265;0.44624073907013945;0.9071725450039617;EntityFramework.Docs;razor;orleans;msbuild;docfx;fsharp;dotnet-api-docs;csharplang;core;INDEFINIDO;INDEFINIDO;winforms;INDEFINIDO;maui;sdk;install-scripts;installer;AspNetCore.Docs;tye;maintenance-packages;arcade;efcore;aspnetcore;eShop;INDEFINIDO;runtime;project-system;aspire;interactive;roslyn;docs;INDEFINIDO;INDEFINIDO
1.0303651668489513;0.46934942233669186;0.8614174532423879;razor;INDEFINIDO;project-system;aspire;fsharp;core;tye;msbuild;orleans;runtime;install-scripts;dotnet-api-docs;roslyn;sdk;maui;csharplang;INDEFINIDO;docfx;aspnetcore;eShop;docs;AspNetCore.Docs;arcade;maintenance-packages;interactive;EntityFramework.Docs;INDEFINIDO;INDEFINIDO;INDEFINIDO;efcore;INDEFINIDO;installer;winforms
1.042496559896633;0.45631547116620064;0.8580227786805306;dotnet-api-docs;INDEFINIDO;installer;razor;EntityFramework.Docs;INDEFINIDO;docfx;INDEFINIDO;csharplang;interactive;INDEFINIDO;tye;winforms;sdk;install-scripts;core;maui;project-system;orleans;aspire;maintenance-packages;arcade;AspNetCore.Docs;runtime;msbuild;docs;roslyn;efcore;aspnetcore;INDEFINIDO;INDEFINIDO;eShop;fsharp
1.0455707787212676;0.4434236595280045;0.8677221747864589;orleans;csharplang;dotnet-api-docs;fsharp;docfx;INDEFINIDO;tye;razor;EntityFramework.Docs;INDEFINIDO;installer;INDEFINIDO;msbuild;INDEFINIDO;project-system;interactive;core;install-scripts;sdk;maui;winforms;INDEFINIDO;efcore;aspire;INDEFINIDO;eShop;runtime;aspnetcore;AspNetCore.Docs;arcade;maintenance-packages;docs;roslyn
1.0211458659880355;0.4588196380675537;0.8970008333345197;INDEFINIDO;eShop;msbuild;INDEFINIDO;install-scripts;dotnet-api-docs;project-system;arcade;orleans;sdk;winforms;core;docfx;INDEFINIDO;EntityFramework.Docs;razor;AspNetCore.Docs;installer;aspnetcore;roslyn;docs;INDEFINIDO;aspire;maintenance-packages;maui;runtime;INDEFINIDO;interactive;tye;efcore;fsharp;csharplang;INDEFINIDO
1.0222021386553741;0.46752680163029064;0.8825341660653189;INDEFINIDO;winforms;sdk;aspnetcore;EntityFramework.Docs;install-scripts;dotnet-api-docs;razor;installer;INDEFINIDO;interactive;tye;INDEFINIDO;maintenance-packages;project-system;orleans;maui;core;INDEFINIDO;efcore;roslyn;docfx;aspire;docs;msbuild;runtime;INDEFINIDO;arcade;fsharp;INDEFINIDO;AspNetCore.Docs;eShop;csharplang
1.0483488407612536;0.45604115856568034;0.8464406549279756;install-scripts;INDEFINIDO;arcade;EntityFramework.Docs;installer;AspNetCore.Docs;dotnet-api-docs;project-system;maui;fsharp;interactive;orleans;aspire;INDEFINIDO;csharplang;docfx;INDEFINIDO;sdk;core;tye;maintenance-packages;docs;INDEFINIDO;roslyn;razor;INDEFINIDO;runtime;msbuild;eShop;aspnetcore;efcore;INDEFINIDO;winforms
1.040831102191398;0.4588855451789944;0.8540529594991465;orleans;efcore;eShop;maintenance-packages;interactive;csharplang;msbuild;INDEFINIDO;docfx;INDEFINIDO;EntityFramework.Docs;razor;AspNetCore.Docs;installer;INDEFINIDO;dotnet-api-docs;tye;INDEFINIDO;fsharp;arcade;roslyn;aspire;project-system;docs;INDEFINIDO;maui;runtime;core;install-scripts;sdk;aspnetcore;INDEFINIDO;winforms
1.04841198635792;0.45526837893411365;0.8536935992835024;INDEFINIDO;arcade;efcore;INDEFINIDO;EntityFramework.Docs;install-scripts;tye;INDEFINIDO;docfx;csharplang;maui;orleans;project-system;interactive;INDEFINIDO;dotnet-api-docs;core;fsharp;sdk;aspire;maintenance-packages;roslyn;INDEFINIDO;docs;installer;razor;runtime;AspNetCore.Docs;msbuild;INDEFINIDO;aspnetcore;winforms;eShop
1.0491160299657598;0.45539771253611294;0.8508115065749913;install-scripts;INDEFINIDO;arcade;EntityFramework.Docs;installer;AspNetCore.Docs;dotnet-api-docs;project-system;maui;fsharp;core;sdk;INDEFINIDO;docfx;csharplang;INDEFINIDO;aspire;orleans;interactive;tye;maintenance-packages;docs;INDEFINIDO;roslyn;razor;INDEFINIDO;runtime;msbuild;eShop;aspnetcore;efcore;INDEFINIDO;winforms
1.0322603875146288;0.45877895276625763;0.8589330303112196;orleans;efcore;interactive;maintenance-packages;eShop;csharplang;msbuild;INDEFINIDO;docfx;INDEFINIDO;EntityFramework.Docs;razor;AspNetCore.Docs;installer;INDEFINIDO;dotnet-api-docs;aspnetcore;sdk;install-scripts;project-system;docs;INDEFINIDO;maui;runtime;core;aspire;roslyn;arcade;fsharp;INDEFINIDO;tye;INDEFINIDO;winforms
1.0218951913975105;0.47101195388315437;0.8846029477285418;INDEFINIDO;winforms;installer;INDEFINIDO;interactive;install-scripts;EntityFramework.Docs;aspnetcore;sdk;razor;dotnet-api-docs;tye;INDEFINIDO;maintenance-packages;project-system;docfx;aspire;orleans;roslyn;efcore;INDEFINIDO;core;maui;docs;msbuild;runtime;AspNetCore.Docs;INDEFINIDO;arcade;fsharp;INDEFINIDO;eShop;csharplang
